contrast,database,pathway,label,NES,pval,padj,size,dedup_kept,leadingEdge
PC2,Reactome,REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,Aerobic Resp. + ETC,-1.08,0.301,0.844,108,FALSE,Dlat;Acat1;Atp5f1a;Cox7a2;Cox5a;Dld;Ndufs4;Atp5f1b;Suclg1;Nfs1;Mdh1;Cox4i1;Ndufv1;Etfb;Aco2;Ndufs1;Nnt
PC2,Reactome,REACTOME_AMINO_ACIDS_REGULATE_MTORC1,AAs Regulate MTORC1,1.402,0.101,0.606,11,FALSE,Atp6v0c;Atp6v0d1;Lamtor5;Tcirg1;Atp6v1g1
PC2,Reactome,REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,Antigen Processing Cross Presentation,-0.583,0.992,1,37,TRUE,Snap23;Psmd7;Psma1;Vamp8;Itgav;Psmd8;Sec22b
PC2,Reactome,REACTOME_ANTIGEN_PROCESSING_UB_ATP_INDEPENDENT_PROTEASOMAL_DEGRADATION,Antigen Processing Ub ATP Independent Proteas. Degradation,-0.888,0.61,0.984,11,FALSE,Psma1;Psma4;Psma7;Psmb2;Psmb3
PC2,Reactome,REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,Apc C Mediated Degradation Of Cell Cycle Proteins,-0.551,0.992,1,29,FALSE,Psmd7;Psma1;Psmd8;Psmd14;Skp1;Psma4;Psmd3;Cdk1;Psmd13;Cdk2;Psma7;Psmb2
PC2,Reactome,REACTOME_APOPTOTIC_EXECUTION_PHASE,Apoptotic Execution Phase,-1.058,0.377,0.888,21,FALSE,Rock1;Tjp1;Casp3;Pkp1;Dnm1l;Plec;Casp7;Kpnb1;Vim
PC2,Reactome,REACTOME_ARACHIDONATE_METABOLISM,Arachidonate Metabolism,-0.874,0.615,0.984,10,TRUE,Pla2g4a;Ptgs2;Lta4h
PC2,Reactome,REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION,Asparagine N Linked Glycosylation,1.245,0.119,0.624,63,TRUE,Copb2;Arcn1;Dynll2;Calr;Cd59;Dad1;Copa;Ostc;Canx;Nagk;Gmppa;Fuca1;Fut8;Gosr2;Pgm3;Capzb;Dync1h1;Gbf1;Sar1b;Tuba3a;Napa;Sptan1;Cog2;Dctn4;Tubb2a;Gfpt1
PC2,Reactome,REACTOME_AUTOPHAGY,Autophagy,0.901,0.649,0.99,41,FALSE,Prkab1;Sqstm1;Dynll2;Tomm22;Mfn2;Csnk2b;Tsc2;Ube2n;Lamtor5;Dync1h1;Gabarapl2;Tuba3a;Src;Optn;Tubb2a;Wipi1;Hdac6;Vps28;Prkag1;Hsp90ab1
PC2,Reactome,REACTOME_BASE_EXCISION_REPAIR,Base Excision Repair,-0.988,0.482,0.948,15,FALSE,Rfc2;Apex1;Rfc3;Lig1
PC2,Reactome,REACTOME_BASIGIN_INTERACTIONS,Basigin Interactions,-1.154,0.276,0.805,10,TRUE,Bsg;Atp1b1;Itga3;Slc16a1
PC2,Reactome,REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,Binding & Uptake Of Ligands By Scavenger Receptors,1.116,0.314,0.852,13,TRUE,Col4a2;Calr;Lrp1;Prdx1
PC2,Reactome,REACTOME_BIOLOGICAL_OXIDATIONS,Biological Oxidations,0.831,0.735,0.99,33,FALSE,Cbr3;Comt;Bphl;Cyb5r3;Acss2;Bpnt1;Ugp2;Cndp2;Ahcy;Mtrr
PC2,Reactome,REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN,Biosynthesis Of The N Glycan Precursor Dolichol Lipid Linked Oligosaccharide Llo & Transfer To A Nascent Protein,0.844,0.678,0.99,14,FALSE,Nagk;Gmppa;Pgm3;Gfpt1;Uap1;Mpi
PC2,Reactome,REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM,Branched Chain AA Catabolism,1.014,0.452,0.922,14,FALSE,Bckdha;Hsd17b10;Bckdhb;Mccc2
PC2,Reactome,REACTOME_CA2_PATHWAY,Ca2 Pathway,1.478,0.0611,0.558,11,TRUE,Fzd2;Ago2;Prkca;Gng12;Gnao1;Gnb2;Ctnnb1;Tnrc6b
PC2,Reactome,REACTOME_CARDIAC_CONDUCTION,Cardiac Conduction,-1.266,0.17,0.689,13,TRUE,Atp1a1;Dmpk;Atp1b1;Prkaca;Atp2b1;Casq2;Atp2a2
PC2,Reactome,REACTOME_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE,Cargo Trafficking To The Periciliary Membrane,-0.636,0.951,1,14,FALSE,Cct4;Exoc4;Cct2;Cct3
PC2,Reactome,REACTOME_CELLULAR_RESPONSES_TO_MECHANICAL_STIMULI,Cellular Responses To Mechanical Stimuli,0.655,0.951,1,26,FALSE,Ptpn1;Prkar2b;Nfkb1
PC2,Reactome,REACTOME_CELLULAR_RESPONSES_TO_STIMULI,Cellular Responses To Stimuli,-0.923,0.676,0.99,240,FALSE,Rad50;Cox7a2;Cox5a;Hsp90aa1;Srprb;Ppp2r5b;Ccne1;Hspb1;Acadvl;Hspa13;Prdx5;Dnajc3;Akt1s1;Gclc;Hspa5;Mmp14;Rpl22;Nup50;Cox4i1;Hsp90b1;Dnajb1;Exosc8;Psmd7;Rps27l;Pdia6;Akt1;Asf1a;Phb2;Lonp1;Hspe1;Cdkn1a;Atox1;Psma1;Hspa4;Csnk2a2;Jun;Hmga1;Gclm;Mapk1;Abl1;Cat;Prkaca;Rps14;Ncor2;Mre11;Itgav;Psmd8;Ssr1;Nup153;Srpra;Gsr;Igfbp7;Prdx6
PC2,Reactome,REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,Cellular Resp. to Chemical Stress,0.84,0.796,0.999,78,FALSE,Tkt;Sqstm1;Idh1;Sp1;Cul1;Me1;Cox7b;Psmd1;Nfkb1;Csnk2b;Cox7c;Prdx1
PC2,Reactome,REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS,Cellular Resp. to Heat Stress,-1.179,0.204,0.731,37,FALSE,Hsp90aa1;Hspb1;Hspa13;Akt1s1;Hspa5;Nup50;Dnajb1;Hspa4;Mapk1
PC2,Reactome,REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA,Cellular Resp. to Hypoxia,-0.473,1,1,24,FALSE,Psmd7;Psma1;Psmd8;Psmd14;Psma4;Psmd3;Psmd13;Psma7;Psmb2
PC2,Reactome,REACTOME_CELLULAR_RESPONSE_TO_STARVATION,Cellular Resp. to Starvation,1.053,0.352,0.874,30,TRUE,Rps12;Rpl18;Asns;Rpl14;Atp6v0c;Atp6v0d1;Lamtor5;Tcirg1;Atp6v1g1;Rps5;Eif2s3;Rps2;Rps3
PC2,Reactome,REACTOME_CELLULAR_SENESCENCE,Cellular Senescence,0.844,0.764,0.991,31,FALSE,Rbbp7;Rps6ka3;Sp1;Mapkapk2;Nfkb1;Cdkn2c;Map2k3
PC2,Reactome,REACTOME_CELL_CELL_COMMUNICATION,Cell Communication,-0.775,0.899,1,88,FALSE,Pvr;Sptbn1;Nck2;Dst;Cd47;Arhgef6;Psmd7;Ctnnd1;Actn4;Psma1;Csnk2a2;Pals1;Mapk1;Parva;Psmd8;Cdh11;Rsu1;Ilf3;Pxn
PC2,Reactome,REACTOME_CELL_CYCLE,Cell Cycle,0.908,0.698,0.99,164,FALSE,Ywhaq;Rbbp7;Ywhaz;Ube2i;Rae1;Pafah1b1;Dynll2;Hdac1;Cul1;Nup58;Pola2;Rpa1;Kif2a;Prkar2b;Mapre1;Psmd1;Ran;Csnk2b;Banf1;Npm1;Prim2;Pds5b;Mcm5;Mcm4;Pcna;Prkca;Cdkn2c
PC2,Reactome,REACTOME_CELL_CYCLE_CHECKPOINTS,Cell Cycle Checkpoints,-0.882,0.718,0.99,76,FALSE,Rad50;Ppp2r5b;Ccne1;Mcm3;Rfc2;Mcm2;Psmd7;Zwint;Rfc3;Cdkn1a;Psma1;Ckap5;Mre11;Mcm6;Psmd8;Ywhah;Clasp1;Ywhag;Psmd14;Clip1;Skp1;Mapk14;Psma4
PC2,Reactome,REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE,Cell Death Signalling Via Nrage Nrif & Nade,-1.102,0.339,0.874,17,FALSE,Arhgef6;Akap13;Ncstn;Abr;Casp3;Arhgef12
PC2,Reactome,REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS,Cell ECM Interactions,-1.124,0.304,0.844,12,FALSE,Arhgef6;Parva;Rsu1;Pxn
PC2,Reactome,REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,Cell Surface Interactions At The Vascular Wall,-0.755,0.86,1,33,FALSE,Cd47;Bsg;Jam3;Atp1b1;Itga3;Cd48;Itgav
PC2,Reactome,REACTOME_CHOLESTEROL_BIOSYNTHESIS,Cholesterol Biosynthesis,0.516,0.994,1,16,FALSE,Dhcr7;Hmgcs1;Idi1;Mvk;Pmvk;Ebp;Sqle;Lss;Fdps
PC2,Reactome,REACTOME_CHROMATIN_ORGANIZATION,Chromatin Org.,1.504,0.0507,0.558,22,FALSE,Hdac2;Rbbp7;Hdac1;Prmt5;Nfkb1;Jmjd6;Elp1
PC2,Reactome,REACTOME_CHROMOSOME_MAINTENANCE,Chromosome Maintenance,1.063,0.354,0.874,27,TRUE,Rbbp7;Pola2;Rpa1;Npm1;Prim2;Pcna;Polr2k
PC2,Reactome,REACTOME_CIRCADIAN_CLOCK,Circadian Clock,-0.686,0.935,1,29,FALSE,Nampt;Psmd7;Psma1;Csnk2a2;Psmd8;Psmd14;Skp1;Psma4;Psmd3
PC2,Reactome,REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE,TCA Cycle,-1.32,0.127,0.624,20,TRUE,Acat1;Dld;Suclg1;Nfs1;Aco2;Nnt;Mdh2
PC2,Reactome,REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,Class I Mhc Mediated Antigen Processing Presentation,0.996,0.448,0.922,64,FALSE,Cul5;Cul1;Nedd4l;Calr;Psmd1;Ubac1;Cdc34;Canx;Psmc6;Itgb5;Fbxo6;Ube2n;Ctsl;Ube2j1;Vhl;Sar1b;Smurf1;Adrm1;Psmd12;Psmc4;Vamp3;Sec61a1;Psmc3;Bcap31;Psme2;Ikbkb;Psmc2
PC2,Reactome,REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS,Clathrin Mediated Endocytosis,-0.576,0.998,1,45,TRUE,Dvl2;Cops5;Actr2;Tor1b;Picalm;Tfrc;Vamp8;Synj1
PC2,Reactome,REACTOME_COLLAGEN_CHAIN_TRIMERIZATION,Collagen Trimerization,1.508,0.0545,0.558,12,TRUE,Col4a2;Col11a1;Col5a1;Col4a1;Col15a1;Col3a1;Col5a3;Col1a1;Col5a2
PC2,Reactome,REACTOME_COLLAGEN_FORMATION,Collagen Formation,1.233,0.155,0.663,30,FALSE,Plod1;Col4a2;Col11a1;Plod3;Pcolce;Col5a1;Bmp1;Ctsl;Ppib;Col4a1
PC2,Reactome,REACTOME_COMPLEX_III_ASSEMBLY,Complex Iii Assembly,0.88,0.614,0.984,12,TRUE,Cyc1;Uqcrfs1;Uqcrc1
PC2,Reactome,REACTOME_COMPLEX_IV_ASSEMBLY,Complex Iv Assembly,-1.15,0.285,0.817,11,FALSE,Cox7a2;Cox5a;Cox4i1
PC2,Reactome,REACTOME_COMPLEX_I_BIOGENESIS,Complex I Biogenesis,-0.781,0.808,0.999,24,FALSE,Ndufs4;Ndufv1;Ndufs1;Ndufa9
PC2,Reactome,REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING,Cooperation Of Pdcl Phlp1 & Tric Cct In G Protein Beta Folding,0.796,0.722,0.99,13,FALSE,Csnk2b;Cct6a;Gng12;Gna14;Tcp1;Cct7;Gnb2
PC2,Reactome,REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING,Cooperation Of Prefoldin & Tric Cct In Actin & Tubulin Folding,-0.998,0.428,0.922,12,FALSE,Cct6b;Cct4
PC2,Reactome,REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT,Copii Mediated Vesicle Transport,-1.05,0.391,0.896,16,FALSE,Ykt6;Bet1;Tmed2;Sec22b;Stx5;Napg
PC2,Reactome,REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC,Copi Independent Golgi To Er Retrograde Traffic,1.405,0.0966,0.606,13,FALSE,Pafah1b1;Dynll2;Galnt1;Capzb;Dync1h1;Tuba3a;Dctn4;Rab3gap1;Tubb2a
PC2,Reactome,REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT,Copi Mediated Anterograde Transport,1.144,0.234,0.765,31,FALSE,Copb2;Arcn1;Dynll2;Cd59;Copa;Gosr2;Capzb;Dync1h1;Gbf1;Tuba3a;Napa;Sptan1;Cog2;Dctn4;Tubb2a
PC2,Reactome,REACTOME_CO_STIMULATION_BY_CD28,Co Stimulation By Cd28,-1.591,0.0209,0.492,11,TRUE,Ppp2r5b;Pak1;Cdc42;Akt1
PC2,Reactome,REACTOME_CRISTAE_FORMATION,Cristae Formation,-1.005,0.454,0.922,16,FALSE,Atp5f1a;Atp5f1b;Immt;Atp5f1d;Atp5mf;Atp5me;Atp5po
PC2,Reactome,REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1,Cyclin D Associated Events In G1,-0.676,0.887,1,17,FALSE,Ccne1;Cdkn1a;Abl1;Ccnd2;Skp1;Cdkn1b
PC2,Reactome,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,Cytokine Signaling In Immune System,1.022,0.411,0.92,178,FALSE,Fscn1;Cul5;Ptpn1;Ywhaz;Raf1;Ube2i;Rae1;Irak4;Rps6ka3;Sqstm1;Eif4a3;Cul1;Nup58;Mapkapk2;Csk;Psmd1;Nfkb1;Npm1;Casp8;Samhd1;Canx;Cnn2;Sos1;Grb2;Eif4a1;Map2k3;Psmc6;Fnta;Msn;Hnrnpa2b1;Plcg1;Eif4a2;Lcp1;Ube2n;Nup93;Gab2
PC2,Reactome,REACTOME_CYTOPROTECTION_BY_HMOX1,Cytoprotection By Hmox1,-0.931,0.554,0.975,16,FALSE,Cox7a2;Cox5a;Cox4i1
PC2,Reactome,REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA,Cytosolic Sensors Of Pathogen Associated DNA,-0.73,0.834,1,16,TRUE,Polr1c;Tbk1;Mre11;Polr2e
