gene,localization
Sphk2,Mitochondrial
Tmem143,Mitochondrial
Hebp2,Mitochondrial
Slc25a19l1,Mitochondrial
Ccdc90b,Mitochondrial
C1h10orf88,Mitochondrial
Slc25a22,Mitochondrial
Mrpl21,Mitochondrial
Mrpl49,Mitochondrial
Glyatl1,Mitochondrial
Vps13a,Mitochondrial
Gldc,Mitochondrial
Pyroxd2,Mitochondrial
Cox15,Mitochondrial
Mrpl43,Mitochondrial
Twnk,Mitochondrial
Ifit3,Mitochondrial
Atad1,Mitochondrial
Trim39,Mitochondrial
Vars2,Mitochondrial
Cfap410,Mitochondrial
Sirt1,Mitochondrial
Dna2,Mitochondrial
Qrsl1,Mitochondrial
Rtn4ip1,Mitochondrial
Ptcd2,Mitochondrial
Kat8,Mitochondrial
Nnt,Mitochondrial
Noct,Mitochondrial
Dhx36,Mitochondrial
Tdrkh,Mitochondrial
Mrpl9,Mitochondrial
Tars2,Mitochondrial
Plekho1,Mitochondrial
Pex11b,Mitochondrial
Slc25a24,Mitochondrial
Slc30a7,Mitochondrial
Cyp2u1,Mitochondrial
Ppa2,Mitochondrial
Rap1gds1,Mitochondrial
Fastkd1,Mitochondrial
Pdhx,Mitochondrial
Rmdn3,Mitochondrial
Pla2g4b,Mitochondrial
Mtfr1,Mitochondrial
Mavs,Mitochondrial
Pak5,Mitochondrial
Tomm34,Mitochondrial
Metap1d,Mitochondrial
Kyat1,Mitochondrial
Crat,Mitochondrial
Abl1,Mitochondrial
Ptges2,Mitochondrial
Mrrf,Mitochondrial
Ns5atp4-ps3,Mitochondrial
Gtpbp10,Mitochondrial
Adck2,Mitochondrial
Ppm1k,Mitochondrial
Abcg2,Mitochondrial
Immt,Mitochondrial
Rab11fip5,Mitochondrial
Chchd4,Mitochondrial
Trnt1,Mitochondrial
Hdhd5,Mitochondrial
Bcl2l13,Mitochondrial
Pex5,Mitochondrial
Gdap1,Mitochondrial
Cops5,Mitochondrial
Fbxl4,Mitochondrial
Ufl1,Mitochondrial
Casp8ap2,Mitochondrial
Hsdl2,Mitochondrial
Nipsnap3b,Mitochondrial
Slc25a51,Mitochondrial
Pars2,Mitochondrial
Hint2,Mitochondrial
Atpaf1,Mitochondrial
Hpdl,Mitochondrial
Pafah2,Mitochondrial
Ubiad1,Mitochondrial
Fdx2,Mitochondrial
Vps13d,Mitochondrial
Rmdn2,Mitochondrial
Lrpprc,Mitochondrial
Hs1bp3,Mitochondrial
Lpin1,Mitochondrial
Cmpk2,Mitochondrial
Pnpla8,Mitochondrial
Got2-ps6,Mitochondrial
L2hgdh,Mitochondrial
Slc39a9,Mitochondrial
Flvcr2,Mitochondrial
Nrde2,Mitochondrial
Uba1,Mitochondrial
Elk1,Mitochondrial
Slc25a29,Mitochondrial
Osgepl1,Mitochondrial
Stk11,Mitochondrial
S1pr4,Mitochondrial
Acss3,Mitochondrial
Lrrc10,Mitochondrial
Tmem186l1,Mitochondrial
Slc25a32,Mitochondrial
Gsdmd,Mitochondrial
Mief1,Mitochondrial
Smdt1,Mitochondrial
Ndufa6,Mitochondrial
Mcat,Mitochondrial
Gramd4,Mitochondrial
Selenoo,Mitochondrial
Foxred1,Mitochondrial
Rpusd4,Mitochondrial
Nlrx1,Mitochondrial
Bco2,Mitochondrial
C8h11orf65,Mitochondrial
Mtfmt,Mitochondrial
Acad11,Mitochondrial
Ccdc51,Mitochondrial
Slc22a14,Mitochondrial
Trak1,Mitochondrial
Fem1a,Mitochondrial
Sult1c2a,Mitochondrial
Kansl3,Mitochondrial
Lipt1,Mitochondrial
C9h2orf69,Mitochondrial
Epha4,Mitochondrial
Rhbdd1,Mitochondrial
Sphkap,Mitochondrial
Ndufa10l1,Mitochondrial
Atg4b,Mitochondrial
Neu4,Mitochondrial
Chchd2l3,Mitochondrial
Mettl4,Mitochondrial
Etfbkmt,Mitochondrial
Apool,Mitochondrial
Ddx3x,Mitochondrial
Timm17b,Mitochondrial
Prickle3,Mitochondrial
Ddx21,Mitochondrial
Hccs,Mitochondrial
Apex2,Mitochondrial
Bbc3,Mitochondrial
Yrdc,Mitochondrial
Spg7,Mitochondrial
Slc29a3,Mitochondrial
Acsm4,Mitochondrial
Cyp11b3,Mitochondrial
Cbr4,Mitochondrial
Cox8c,Mitochondrial
Hsd3b1,Mitochondrial
Pla2g6,Mitochondrial
Mpv17,Mitochondrial
Dnaja3,Mitochondrial
Akap10,Mitochondrial
Plscr3,Mitochondrial
Mrm3,Mitochondrial
Mrps23,Mitochondrial
Fkbp10,Mitochondrial
Slc25a39,Mitochondrial
Kansl1,Mitochondrial
Taco1,Mitochondrial
Gtpbp8,Mitochondrial
Fam162a,Mitochondrial
Tango2,Mitochondrial
Styxl1,Mitochondrial
Rcc1l,Mitochondrial
Gatc,Mitochondrial
Hscb,Mitochondrial
Abhd11,Mitochondrial
Coq8a,Mitochondrial
Traf3ip3,Mitochondrial
Rnf185,Mitochondrial
Nipsnap1,Mitochondrial
Ogdh,Mitochondrial
Tbrg4,Mitochondrial
Vrk2,Mitochondrial
Pnpt1,Mitochondrial
Chchd1,Mitochondrial
Mrpl52,Mitochondrial
C15h14orf119,Mitochondrial
Pck2,Mitochondrial
Sucla2,Mitochondrial
Slc25a30,Mitochondrial
Ndfip2,Mitochondrial
Uqcc5,Mitochondrial
Primpol,Mitochondrial
Letm2,Mitochondrial
Cars2,Mitochondrial
Naxd,Mitochondrial
Nsun2,Mitochondrial
Ercc6l2,Mitochondrial
Slc25a48,Mitochondrial
Uqcc1-ps1,Mitochondrial
Auh,Mitochondrial
Card19,Mitochondrial
Bphl,Mitochondrial
Sugct,Mitochondrial
Heatr1,Mitochondrial
Dhtkd1,Mitochondrial
Msrb2,Mitochondrial
Fundc2,Mitochondrial
Fech,Mitochondrial
Dok4,Mitochondrial
Ndufb7,Mitochondrial
Abce1,Mitochondrial
Hsdl1,Mitochondrial
Afg3l1,Mitochondrial
Abcb10,Mitochondrial
Mthfd1l,Mitochondrial
Mtrf1l,Mitochondrial
Rdh13,Mitochondrial
Dmac2,Mitochondrial
Sirt2,Mitochondrial
Prodh2,Mitochondrial
Idh2,Mitochondrial
Me3,Mitochondrial
Acsm5,Mitochondrial
Ears2,Mitochondrial
Dhx32,Mitochondrial
Cend1,Mitochondrial
Nudt8,Mitochondrial
Sdhaf2,Mitochondrial
Aldh18a1,Mitochondrial
Sfxn4,Mitochondrial
Hsd17b8,Mitochondrial
Uqcc2,Mitochondrial
Chchd10,Mitochondrial
Slc25a16,Mitochondrial
Aifm2,Mitochondrial
Mrps27,Mitochondrial
Mccc2,Mitochondrial
Ndufaf2,Mitochondrial
Mfsd8,Mitochondrial
Gatb,Mitochondrial
Ltap1,Mitochondrial
Them4,Mitochondrial
Them5,Mitochondrial
Miga1,Mitochondrial
Mrps2,Mitochondrial
Endog,Mitochondrial
Mmadhc,Mitochondrial
Slc25a12,Mitochondrial
Atg13,Mitochondrial
Mrps26,Mitochondrial
Pck1,Mitochondrial
Abcb8,Mitochondrial
Slc25a13,Mitochondrial
Sdhaf3,Mitochondrial
Ndufb2,Mitochondrial
Slc25a26,Mitochondrial
Suclg2,Mitochondrial
Rpusd3,Mitochondrial
Tamm41,Mitochondrial
Ndufa9,Mitochondrial
Adhfe1,Mitochondrial
Ndufaf4,Mitochondrial
Mrpl50,Mitochondrial
Trit1,Mitochondrial
Ndufs5,Mitochondrial
Adprs,Mitochondrial
Selenon,Mitochondrial
Usp48,Mitochondrial
Micos10,Mitochondrial
Dnajc11,Mitochondrial
Pusl1,Mitochondrial
Dmac2l,Mitochondrial
Tmx1,Mitochondrial
Trmt5,Mitochondrial
Exd2,Mitochondrial
Angel1,Mitochondrial
Alkbh1,Mitochondrial
Dglucy,Mitochondrial
Glrx5,Mitochondrial
Traf3,Mitochondrial
Siva1,Mitochondrial
Coq10a,Mitochondrial
Atcay,Mitochondrial
Ndufs7,Mitochondrial
Uqcrb,Mitochondrial
Trmu,Mitochondrial
Mrpl4,Mitochondrial
Slc44a2,Mitochondrial
Sdhd,Mitochondrial
Vps13c,Mitochondrial
Nmnat3,Mitochondrial
Cmc1,Mitochondrial
Tcaim,Mitochondrial
Lars2,Mitochondrial
Mrps10,Mitochondrial
Tmem14a,Mitochondrial
Atg9a,Mitochondrial
Mterf4,Mitochondrial
Ticam1,Mitochondrial
Fundc1,Mitochondrial
Pnpla4,Mitochondrial
Apoo,Mitochondrial
Armcx6,Mitochondrial
Abcd1,Mitochondrial
Tafazzin,Mitochondrial
Iba57,Mitochondrial
Glod4,Mitochondrial
Eral1,Mitochondrial
Mrm1,Mitochondrial
Stard3,Mitochondrial
Ikbke,Mitochondrial
Pycr2,Mitochondrial
Iars2,Mitochondrial
Isca2-ps1,Mitochondrial
Micu3,Mitochondrial
Mrpl36,Mitochondrial
Sfxn1,Mitochondrial
Rnf144b,Mitochondrial
Gcdh,Mitochondrial
Slc25a36l1,Mitochondrial
Ddx28,Mitochondrial
Lipt2,Mitochondrial
Cyb5r2,Mitochondrial
Micu1,Mitochondrial
Pdss2,Mitochondrial
Cert1,Mitochondrial
Nadk2,Mitochondrial
Fundc2b,Mitochondrial
Slc25a44,Mitochondrial
Uba52l1,Mitochondrial
Bola1,Mitochondrial
Trub2,Mitochondrial
Coq4,Mitochondrial
Fastkd5,Mitochondrial
Crls1,Mitochondrial
Uqcrh,Mitochondrial
Oxct2b,Mitochondrial
Azin2,Mitochondrial
Syne2,Mitochondrial
Adck1,Mitochondrial
Bag5,Mitochondrial
Fbxo7,Mitochondrial
Mterf2,Mitochondrial
Tbc1d15,Mitochondrial
Gcat,Mitochondrial
Gk5,Mitochondrial
Dhx30,Mitochondrial
Acad8,Mitochondrial
Pif1,Mitochondrial
Armcx3,Mitochondrial
Armcx2,Mitochondrial
Dnajc30,Mitochondrial
Ldhal6b,Mitochondrial
Clic1,Mitochondrial
Rnf5,Mitochondrial
Pmaip1,Mitochondrial
Prelid3b,Mitochondrial
Gsta5,Mitochondrial
Ggnbp1,Mitochondrial
Brca1,Mitochondrial
Cps1,Mitochondrial
Tmem186,Mitochondrial
Uqcc4,Mitochondrial
Mrpl28,Mitochondrial
Uqcrq,Mitochondrial
Mief2,Mitochondrial
Sco1,Mitochondrial
Slc25a35,Mitochondrial
Tmem102,Mitochondrial
Gps2,Mitochondrial
Proca1,Mitochondrial
Myo19,Mitochondrial
Rad51c,Mitochondrial
Coa3,Mitochondrial
Ern1,Mitochondrial
Fn3k,Mitochondrial
Stard13,Mitochondrial
Nipsnap2,Mitochondrial
Bri3bp,Mitochondrial
Mtrfr,Mitochondrial
Slc8b1,Mitochondrial
Wdr26,Mitochondrial
Coq2,Mitochondrial
Slc30a9,Mitochondrial
Tsc22d1,Mitochondrial
Yjefn3,Mitochondrial
Mtcp1,Mitochondrial
Sting1,Mitochondrial
Slc25a5-ps11,Mitochondrial
Coq9,Mitochondrial
Arl2bp,Mitochondrial
Acsf3,Mitochondrial
Serac1,Mitochondrial
Sdhaf1,Mitochondrial
Ndufb4l3,Mitochondrial
Mrps11,Mitochondrial
Ngrn,Mitochondrial
Coa4,Mitochondrial
Rfk,Mitochondrial
Fxn,Mitochondrial
Ccn6,Mitochondrial
Ndufs4,Mitochondrial
Atpsckmt,Mitochondrial
Gstm6,Mitochondrial
Tmem141,Mitochondrial
Ifih1,Mitochondrial
Rad51,Mitochondrial
Ak2-ps3,Mitochondrial
Fmc1,Mitochondrial
Gimap8,Mitochondrial
Ptcd3,Mitochondrial
Depp1,Mitochondrial
Tmem70,Mitochondrial
Fam110b,Mitochondrial
Rmdn1,Mitochondrial
Spmip6,Mitochondrial
Stpg1,Mitochondrial
Ttc9,Mitochondrial
Isca2,Mitochondrial
Sack1a,Mitochondrial
Tmem65,Mitochondrial
Cyp11b1,Mitochondrial
Mrpl41l1,Mitochondrial
Slc25a36,Mitochondrial
Tusc2,Mitochondrial
Efhd1,Mitochondrial
Plin5,Mitochondrial
Huwe1,Mitochondrial
Chchd4l1,Mitochondrial
Armcx1,Mitochondrial
Myl10,Mitochondrial
Smim20,Mitochondrial
Afg1l,Mitochondrial
Dnajc19,Mitochondrial
Hsd3b5-ps1,Mitochondrial
Mettl8,Mitochondrial
Agk,Mitochondrial
Pyurf,Mitochondrial
Tigar,Mitochondrial
Sesn2,Mitochondrial
Coa5,Mitochondrial
Mpc1l,Mitochondrial
Kyat3,Mitochondrial
Acsf2,Mitochondrial
Aldh4a1,Mitochondrial
Atp5pd,Mitochondrial
Slc41a3,Mitochondrial
Cox6b2,Mitochondrial
Ndufa10,Mitochondrial
Tsfm,Mitochondrial
Bmp8b,Mitochondrial
Slc25a53,Mitochondrial
Romo1,Mitochondrial
Xaf1,Mitochondrial
Atp5mgl3,Mitochondrial
Ndufs6,Mitochondrial
Dlat-ps1,Mitochondrial
Pam16,Mitochondrial
Vasn,Mitochondrial
Alkbh7,Mitochondrial
Slc9b2,Mitochondrial
Msrb3,Mitochondrial
Tomm5,Mitochondrial
Mthfd2,Mitochondrial
Prodh1,Mitochondrial
Bnip3-ps3,Mitochondrial
Mrpl20,Mitochondrial
Timm8a2,Mitochondrial
Bmp8a,Mitochondrial
Coxfa4,Mitochondrial
Prelid2,Mitochondrial
Cox14,Mitochondrial
Fam72a,Mitochondrial
Bax-ps2,Mitochondrial
Letmd1,Mitochondrial
Pisd,Mitochondrial
Ndufb10,Mitochondrial
Slc25a18,Mitochondrial
Gstz1,Mitochondrial
Tspo2,Mitochondrial
Hsd3b3,Mitochondrial
Nudt13,Mitochondrial
Uqcc1,Mitochondrial
Mrps22,Mitochondrial
Mtres1,Mitochondrial
Chchd7,Mitochondrial
Mtif3,Mitochondrial
Mrpl39,Mitochondrial
Glyctk,Mitochondrial
Pin4,Mitochondrial
Ndufa3-ps3,Mitochondrial
Echdc3,Mitochondrial
Ndufa3-ps1,Mitochondrial
Uqcr10,Mitochondrial
Rrm1,Mitochondrial
Pfdn2,Mitochondrial
Tomm7,Mitochondrial
Pdha1l1,Mitochondrial
Xpnpep3,Mitochondrial
Sdhaf4,Mitochondrial
Casq1,Mitochondrial
Mtrf1,Mitochondrial
Atg4d,Mitochondrial
Lyrm7,Mitochondrial
Caprin2,Mitochondrial
Pcca,Mitochondrial
Apool2,Mitochondrial
Etnppl,Mitochondrial
Fpgs,Mitochondrial
Timm50,Mitochondrial
Cox7a1,Mitochondrial
Ube3b,Mitochondrial
Naif1,Mitochondrial
Rsad1,Mitochondrial
Cox7a2-ps2,Mitochondrial
Mmut,Mitochondrial
Pabpc5,Mitochondrial
Glyatl3,Mitochondrial
Higd2al1,Mitochondrial
Ckmt2,Mitochondrial
Slirp,Mitochondrial
Grpel2,Mitochondrial
Pet100,Mitochondrial
Slc25a28,Mitochondrial
Phb1l2,Mitochondrial
Cox6b1,Mitochondrial
Mtx3,Mitochondrial
Mrps16,Mitochondrial
Kcnk16,Mitochondrial
Mrps28,Mitochondrial
Slc25a31,Mitochondrial
Gabarapl1,Mitochondrial
Slc25a42,Mitochondrial
Mrps21,Mitochondrial
Stmp1,Mitochondrial
Stath,Mitochondrial
Slc25a45,Mitochondrial
Mgarp,Mitochondrial
Ndufc1,Mitochondrial
Atp5mc1l1,Mitochondrial
Tomm20l,Mitochondrial
C1h19orf12,Mitochondrial
Slc25a36-ps1,Mitochondrial
Oxct1,Mitochondrial
Dip2a,Mitochondrial
Pdf,Mitochondrial
Prelid3a,Mitochondrial
Tmem223,Mitochondrial
Uqcc3,Mitochondrial
Lyrm2,Mitochondrial
Atp5mf,Mitochondrial
Smurf1,Mitochondrial
Wars2,Mitochondrial
Tmem71,Mitochondrial
Cycsl2,Mitochondrial
Mtarc1,Mitochondrial
Uqcr11,Mitochondrial
Ndufaf8,Mitochondrial
Ndufa3,Mitochondrial
Mrpl10,Mitochondrial
Fancg,Mitochondrial
Immp1l,Mitochondrial
Triap1,Mitochondrial
Slc25a5-ps9,Mitochondrial
Oxa1l,Mitochondrial
Slc25a33,Mitochondrial
Slc25a54,Mitochondrial
Dhrs2,Mitochondrial
Ttc19,Mitochondrial
Pla2g4c,Mitochondrial
Mrpl57,Mitochondrial
Cox10,Mitochondrial
Uqcc6,Mitochondrial
Sqor,Mitochondrial
Siah3,Mitochondrial
Flad1,Mitochondrial
4933405O20Rikl,Mitochondrial
Adh5,Mitochondrial
Cox7c,Mitochondrial
Pnkd,Mitochondrial
Cox16,Mitochondrial
Mettl9,Mitochondrial
Mir17,Mitochondrial
Mir29b2,Mitochondrial
Mir29b1,Mitochondrial
Mir451a,Mitochondrial
Mir106a,Mitochondrial
Mir29a,Mitochondrial
Mir181c,Mitochondrial
Immp2l,Mitochondrial
Smpd5,Mitochondrial
Mpc2,Mitochondrial
Mrps6,Mitochondrial
Cox7cl1,Mitochondrial
Nsun3,Mitochondrial
Hsh2d,Mitochondrial
Fbxw7,Mitochondrial
Diablol1,Mitochondrial
Oxct2a,Mitochondrial
Uqcr10-ps1,Mitochondrial
Etfrf1,Mitochondrial
Micos10-ps2,Mitochondrial
Kank2,Mitochondrial
Higd1al1,Mitochondrial
Ociad2,Mitochondrial
LOC100361879,Mitochondrial
Ndufb4l4,Mitochondrial
Micos10l1,Mitochondrial
Cox7b2,Mitochondrial
Tmem14cl1,Mitochondrial
Amt-ps1,Mitochondrial
Coxfa4l2,Mitochondrial
Mpv17l,Mitochondrial
Uqcr11l1,Mitochondrial
Acot11,Mitochondrial
Cmc2,Mitochondrial
Mrpl33,Mitochondrial
Hkdc1,Mitochondrial
Pdss1,Mitochondrial
Pfdn4,Mitochondrial
Pigbos1,Mitochondrial
Mtg1,Mitochondrial
Slc25a51l1,Mitochondrial
Mtfr2,Mitochondrial
LOC100911093,Mitochondrial
Mars2,Mitochondrial
Ndufa13,Mitochondrial
Ndufb1,Mitochondrial
Atp5mj,Mitochondrial
Cmc4,Mitochondrial
Iqcn,Mitochondrial
Lyrm4,Mitochondrial
Xrcc3,Mitochondrial
Higd1c,Mitochondrial
Coa6,Mitochondrial
Samd9l,Mitochondrial
LOC103690298,Mitochondrial
Ndufb3l1,Mitochondrial
Ndufb3l2,Mitochondrial
Mrpl42l1,Mitochondrial
Atp5mkl1,Mitochondrial
Cox11,Mitochondrial
Ndufb3l3,Mitochondrial
Hspd1l1,Mitochondrial
Mir29b-3,Mitochondrial
Mtln,Mitochondrial
Hspa1b,Mitochondrial
Flvcr1,Mitochondrial
LOC108348983,Mitochondrial
LOC120093086,Mitochondrial
LOC120093241,Mitochondrial
LOC120093850,Mitochondrial
LOC120094308,Mitochondrial
LOC120094797,Mitochondrial
LOC120095320,Mitochondrial
LOC120096563,Mitochondrial
LOC120097069,Mitochondrial
LOC120097699,Mitochondrial
Smim30,Mitochondrial
LOC120099907,Mitochondrial
LOC120100611,Mitochondrial
LOC134479019,Mitochondrial
LOC134480322,Mitochondrial
LOC134480324,Mitochondrial
LOC134486458,Mitochondrial
Mrpl53,Mitochondrial
Ndufs6l1,Mitochondrial
Ndufb9,Mitochondrial
LOC100361944,Mitochondrial
mrpl24,Mitochondrial
mrpl11,Mitochondrial
Cd320,Mitochondrial
RGD1302996,Mitochondrial
Mt-co2,Mitochondrial
Mt-atp6,Mitochondrial
Aldh9a1,Mitochondrial
Adck5,Mitochondrial
Oxnad1,Mitochondrial
mrpl9,Mitochondrial
RGD1560917,Mitochondrial
Mcee,Mitochondrial
Ptrh1,Mitochondrial
Acsm1,Mitochondrial
MGC94207,Mitochondrial
Nit2,Mitochondrial
Ndufa4,Mitochondrial
Spryd4,Mitochondrial
Fam210a,Mitochondrial
Mrps24,Mitochondrial
Zmat2,Mitochondrial
Ptgr3,Mitochondrial
Ccnl2,Mitochondrial
Spr,Mitochondrial
Acaa1a,Mitochondrial
Oxld1,Mitochondrial
Ehhadh,Mitochondrial
Echdc1,Mitochondrial
Mmab,Mitochondrial
Hsd17b4,Mitochondrial
C10h16orf91,Mitochondrial
Atp5mpl-ps1,Mitochondrial
Hao2,Mitochondrial
Rdh14,Mitochondrial
Car5b,Mitochondrial
Dut,Mitochondrial
Crot,Mitochondrial
Dcakd,Mitochondrial
Sdr39u1,Mitochondrial
LOC100362798,Mitochondrial
Abcd2,Mitochondrial
Mt-co1,Mitochondrial
Lap3,Mitochondrial
Gpt2,Mitochondrial
Grhpr,Mitochondrial
Tomm6,Mitochondrial
Mrps36,Mitochondrial
Dhrs1,Mitochondrial
Mt-nd5,Mitochondrial
Mt-nd4,Mitochondrial
Mt-nd2,Mitochondrial
Tstd3,Mitochondrial
Hemk1,Mitochondrial
Mettl5,Mitochondrial
LOC100174910,Mitochondrial
Rdh5,Mitochondrial
Acly,Mitochondrial
Mt-cyb,Mitochondrial
Ndufa1,Mitochondrial
Aldh3a2,Mitochondrial
Ndufb4,Mitochondrial
Fam136a,Mitochondrial
Akr1b8,Mitochondrial
Pxmp4,Mitochondrial
Macrod1,Mitochondrial
Hint3,Mitochondrial
Dnajc28,Mitochondrial
Nudt2,Mitochondrial
Phyh,Mitochondrial
Nudt19,Mitochondrial
Mt-co3,Mitochondrial
Dhrs7b,Mitochondrial
Nt5m,Mitochondrial
Pcbd2,Mitochondrial
Podn,Mitochondrial
Rab24,Mitochondrial
Lyplal1,Mitochondrial
Mt-atp8,Mitochondrial
Aldh1a1,Mitochondrial
Mt-nd3,Mitochondrial
Tmem205,Mitochondrial
Dbi,Mitochondrial
Ephx2,Mitochondrial
Sdsl,Mitochondrial
Lyrm1,Mitochondrial
Pxmp2,Mitochondrial
Fasn,Mitochondrial
Chpt1,Mitochondrial
Fam210b,Mitochondrial
Arf5,Mitochondrial
Hebp1,Mitochondrial
Cbr3,Mitochondrial
Prdx6,Mitochondrial
Dnajc4,Mitochondrial
Cebpzos,Mitochondrial
Eri3,Mitochondrial
Tstd1,Mitochondrial
Qdpr,Mitochondrial
Osbpl1a,Mitochondrial
Fth1,Mitochondrial
Nudt5,Mitochondrial
Thnsl1,Mitochondrial
Hint1-ps1,Mitochondrial
Ybey,Mitochondrial
Fabp1,Mitochondrial
Lyrm9,Mitochondrial
Recql4,Mitochondrial
Plpbp,Mitochondrial
Nt5dc3,Mitochondrial
Car5a,Mitochondrial
Ociad1,Mitochondrial
Ahcyl1,Mitochondrial
Smim8,Mitochondrial
Idi1,Mitochondrial
Mcrip2,Mitochondrial
Prxl2a,Mitochondrial
Mgst3,Mitochondrial
Mt-nd1,Mitochondrial
Dcxr,Mitochondrial
Prdx2,Mitochondrial
Abca9,Mitochondrial
C8h15orf61,Mitochondrial
Isoc2b,Mitochondrial
Snd1,Mitochondrial
Fam185a,Mitochondrial
ENSRNOG00000067422,Mitochondrial
Timm29,Mitochondrial
Mt-nd4l,Mitochondrial
MGC105649,Mitochondrial
Gtpbp6,Mitochondrial
Paics,Mitochondrial
Cpt1c,Mitochondrial
Prdx4,Mitochondrial
Cryz,Mitochondrial
Comtd1,Mitochondrial
Hdhd3,Mitochondrial
Mt-nd6,Mitochondrial
Comt,Mitochondrial
Prepl,Mitochondrial
Sptlc2,Mitochondrial
C2h3orf33,Mitochondrial
Dus2,Mitochondrial
Nt5dc2,Mitochondrial
Rpia,Mitochondrial
Prss35,Mitochondrial
Casp8,Mitochondrial
Casp3,Mitochondrial
Spata20,Mitochondrial
Plgrkt,Mitochondrial
RGD1306941,Mitochondrial
Snap29,Mitochondrial
Polb,Mitochondrial
Add1,Nuclear
Adra1b,Nuclear
Adrb2,Nuclear
Akr1b1,Other
Apc,Nuclear
Ar,Other
Ascl2,Nuclear
Atp1a3,Nuclear
Cad,Other
Camk2d,Other
Cbs,Other
Cebpa,Nuclear
Cebpb,Nuclear
Cftr,Other
Cryaa,Other
Crygc,Nuclear
Crygd,Nuclear
Dbp,Nuclear
Nqo1,Other
Drd1,Nuclear
Ednra,Nuclear
Egfr,Nuclear
Egr1,Nuclear
Eno1,Other
Erbb2,Other
Ets1,Nuclear
Fancc,Other
Fbp1,Other
Foxg1,Nuclear
Fst,Nuclear
Gapdh,Other
Gfi1,Nuclear
Grm1,Nuclear
Grm5,Nuclear
H1f0,Nuclear
H1f6,Nuclear
Hmox1,Other
Hoxb8,Nuclear
Hoxc4,Nuclear
Hoxc8,Nuclear
Hspa8,Other
Hspb1,Other
Igfbp3,Nuclear
Il1a,Other
Ins2,Other
Irf1,Nuclear
Jak2,Other
Jun,Nuclear
Junb,Nuclear
Jund,Nuclear
Zfp354a,Nuclear
Klk1,Nuclear
Mt1a,Other
Muc1,Nuclear
Mx1,Other
Mycs,Nuclear
Nf1,Nuclear
Nos2,Other
Nos3,Other
Npr1,Nuclear
Omp,Other
S100a4,Nuclear
Pdgfrb,Nuclear
Rhoxf5,Nuclear
Pfkfb2,Other
Pgam1,Other
Pim1,Other
Pkd1,Nuclear
Pla2g4a,Other
Plcb1,Other
Pmch,Nuclear
Ppm1a,Other
Ppm1b,Other
Ppp1ca,Other
Ppp2ca,Other
Ppp2cb,Other
Pkib,Nuclear
Prkcg,Other
Prm1,Other
Ptgs1,Nuclear
Pthlh,Other
Rara,Other
Rarb,Nuclear
Rb1,Nuclear
Rbp2,Other
Slc2a1,Other
Sp1,Nuclear
Sparc,Nuclear
Spn,Nuclear
Sts,Nuclear
Hnf1a,Nuclear
H2ac1,Nuclear
H2bc1,Nuclear
Thrb,Nuclear
Tk1,Nuclear
Tnp1,Nuclear
Tnp2,Nuclear
Tsc2,Other
Vdr,Nuclear
Vhl,Other
Wt1,Other
Esr1,Nuclear
Gnas,Other
Dnajb9,Nuclear
Pdlim4,Other
Rnf112,Nuclear
Kpnb1,Other
Stat5a,Other
Yy1,Nuclear
Stx1b,Nuclear
Ptger3,Nuclear
Chm,Other
Fmr1,Other
Syn1,Nuclear
Insr,Nuclear
Pgam2,Other
Psmb9,Other
Psmb8,Other
Xrcc6,Nuclear
Fgfr2,Nuclear
Prkcb,Other
Plcb4,Nuclear
P2rx6,Nuclear
Atxn1,Other
Camk4,Nuclear
Rbp1,Other
Crabp1,Other
Mitf,Nuclear
Foxa1,Nuclear
Foxa2,Nuclear
Foxa3,Nuclear
Rgn,Nuclear
Gadd45a,Nuclear
Ddn,Other
Hsd11b1,Nuclear
Stat1,Other
Stat5b,Other
Egr4,Nuclear
Ncl,Nuclear
Egr3,Nuclear
Igf2r,Nuclear
Pgr,Nuclear
Syk,Other
Plagl1,Nuclear
Gata2,Nuclear
Sp4,Nuclear
Cdkn2b,Other
Zfp386,Nuclear
Gata1,Nuclear
Fhl1,Nuclear
Efnb1,Nuclear
Ccnd3,Other
Sry,Nuclear
Tspy1,Nuclear
Uba1y,Nuclear
Add3,Nuclear
Onecut1,Nuclear
Tyro3,Nuclear
Akt2,Other
Ghr,Other
Aqp1,Nuclear
Arnt,Nuclear
Arnt2,Nuclear
Dlg1,Other
Dspp,Nuclear
Dyrk1a,Nuclear
Gamt,Nuclear
Id1,Nuclear
Itpr1,Nuclear
Pdgfra,Nuclear
Sycp1,Nuclear
Nup153,Nuclear
Igfbp5,Nuclear
Alox5,Other
Anxa3,Nuclear
Cebpg,Nuclear
Cpd,Nuclear
Cst3,Nuclear
Cstb,Other
Dmp1,Nuclear
Fgf1,Other
Ghrhr,Nuclear
Mat1a,Other
Mgmt,Nuclear
Bhlha15,Nuclear
Nfyb,Nuclear
Nfyc,Nuclear
Pdc,Other
Prm2,Nuclear
Sod3,Nuclear
Thrsp,Other
Tmpo,Nuclear
Adarb1,Nuclear
Adk,Other
Anp32a,Other
Apobec1,Nuclear
Faslg,Nuclear
Arrb1,Other
Arrb2,Other
Atf3,Nuclear
Cacna1a,Nuclear
Alx1,Nuclear
Ccng1,Nuclear
Cebpe,Nuclear
Dlx5,Nuclear
Emd,Nuclear
Fabp6,Other
Fgf10,Nuclear
Fosl1,Nuclear
Fosl2,Nuclear
Cenpi,Nuclear
